"time","B101","B103","B104","B107","B108","B109","B110","B111","B114","B115","B116","B117","B118","B119","B123","B124","B126","B129","B130","B131","B132","B135","B136","B138","B139","B141","B144","B145","B146","B147","B148","B149","B151","B152","B153","B155","B158","B159","B160","B165","B167","B170","B173","B177","B180","B181","B182","B184","B189","B196","B199","B200","B203","B302","B318","B320","B336","B362","B790","B002","B003","B006","B007","B008","B009","B010","B011","B012","B013","B014","B015","B017","B018","B020","B022","B024","B025","B026","B029","B030","B031","B032","B033","B035","B036","B038","B039","B040","B041","B045","B046","B047","B050","B051W","B051","B052","B054","B056","B057","B058","B059","B061","B064","B065","B066","B068","B071","B073","B074","B075","B076","B081","B084","B085","B086","B090","B091","B092","B093","B094","B095","B098","B099","B033B","B051D","B051F","B051F_C1","B051F_C2","B051F_C3","B060A","B061A","B080A","B172W","B195W"
"2018-01-04 08:00",70.62,356.32,184.04,18.76,34.57,32.36,21.85,124.53,70.91,28.13,2,46.27,25,35.5,43.08,34.14,607.13,554.37,70.73,116.63,120.86,219.8,173.22,705.73,108.93,24.79,382.7,47.68,927.57,1051.14,0.09,123.43,124.25,11.74,340.02,165.36,42.93,93.19,919.74,473.05,1245.27,638.71,674.43,47.48,417.12,1277.51,134.6,126.68,10000,12.49,72.09,29.71,54.09,11.12,0,16.19,18.7,12.68,608,96.23,55.48,61.95,12.96,2.89,23,45.73,15.01,79.49,18.62,24.99,116.47,1274.63,178.25,35,57.15,31.91,9.42,1774.83,61.97,120.74,61.94,16,140.36,58.57,15.92,31.25,26.2,29.74,59.33,120.23,28.95,527.7,358.99,315.87,70.88,98.43,46.22,117,194.75,38.67,5.8,55.5,49.54,186.59,138.81,141.02,65,355.28,175.32,58.11,86.29,252.72,79.18,309.52,845.03,21.24,43,43,16.9,20.6,653.41,57.81,279.37,7.28,281.87,896.46,0,145,0,62.83,115.7,7,1278.26,632.38
"2018-01-04 08:15",66.42,358.09,184.15,18.17,34.43,31.69,21.46,127.92,69.83,24.59,2.01,44.41,25,34.89,45.91,36.45,581.44,554.1,71.46,117.95,121.79,215.14,160.97,707.6,93.08,23.28,421.13,51.75,970.17,1045.59,0.09,125.81,123.6,6.82,345.47,168.57,46.65,100.46,927.39,478.72,1253.84,636.13,674.43,58.75,478.11,1281.43,186.67,193.04,10000,15.11,72.84,29.45,52.21,11.26,0,14.09,19.04,12.85,604.61,96.95,55.81,61.3,12.67,2.88,24,45.14,14.99,78.77,19.26,24.39,113.75,1263.57,178.09,34.88,53.99,28.81,9.28,1776.79,66.09,124.74,68.99,16.06,138.99,61.2,15.03,32.63,23.97,29.64,62.95,114.05,29.52,543.64,361.06,318.31,71.12,97.97,46.1,116,199.04,39.71,5.8,59.05,50.63,185.66,137.31,143.9,65,352.09,190.56,61.57,86.5,259.39,81.04,312.56,843.76,21.63,45.39,45.39,16.78,21.76,657.83,58.72,281.09,7.74,284.31,894.61,0,145,0,66.59,108.28,9,1306.72,637.44
"2018-01-04 08:30",66.46,359.23,185.32,18.37,34.68,31.18,21.69,126.97,71.3,28.35,2,43.75,26,35.36,48.32,34.17,606.73,561.33,75.49,117.82,122.15,229.65,160.34,712.31,112.36,22.98,428.44,47.08,948.16,1050.8,0.11,122.32,123.79,6.4,347.94,174.84,32.21,94.54,912.01,478.9,1261.68,631.94,714.43,51.95,482.34,1289.63,193.56,205.52,10000,12.72,75.68,29.46,52.47,11,0.02,15.68,18.95,13.12,619.4,97.96,55.91,61.09,12.96,2.9,23,45.63,15.4,79.53,19.36,24.92,114.87,1263.57,197.03,34.8,57.45,31.91,9.12,1758.82,67.95,126.14,77.18,15.29,110.46,61.19,18.29,38.31,25.8,29.61,63.15,116.44,30.1,521.39,374.04,316.25,70.51,98.57,46.96,117,196.36,40.5,5.7,64.39,50.99,187.39,143.68,140.83,47,350.59,189.04,62.16,90.06,268.6,81.62,273.8,853.95,21.28,45.29,45.29,22.23,20.72,653.31,58.94,288.42,7.46,282.25,893.92,0,145,1,57.27,110.48,7,1360.66,635.29
"2018-01-04 08:45",69.22,372.76,187.59,19.73,36.38,31.39,21.39,128.22,75.2,24.19,2,44.68,25,35,47.78,34.5,610.42,561.03,72.79,115.41,117.92,226,170.08,716.9,119.59,22.84,418.08,49.45,962.3,1074.83,0.1,129.59,122.42,9.88,349.23,177.11,41.99,101.5,908.72,477.92,1267.21,654.66,693.43,53.73,421.03,1290.66,146.61,193.42,10000,14.22,77.73,29.28,58.58,11.03,0,17.87,18.72,13.1,636.63,101.28,60.12,64.98,13.27,2.91,21,45.59,14.89,80.5,19.25,25.29,117.01,1267.11,200.86,35.67,57.13,33.51,8.96,1733.88,76.63,126.19,76.02,16.15,127.1,66.14,19.59,38.75,24.58,29.95,65.48,119.14,31.4,558.63,382.38,328.74,70.26,96.49,47,115,198.05,39.79,5.7,65.55,50.1,187.47,149.19,146.19,51,340.09,214.97,77.11,89.86,266.07,81.4,258.73,842.71,21.2,45.46,45.46,21.6,20.93,659.31,60.34,292.62,7.35,283.74,896.51,0,145,1,60.31,112.02,7,1369.84,640.33
"2018-01-04 09:00",75.47,373.68,198.66,19.64,36.35,31.52,21.35,121.72,77.82,28.03,0.01,44.31,25,34.37,52.22,34.66,613.52,562.31,71.11,113.97,113.02,238.01,158.71,725.49,117.37,22.5,421.35,47.44,963.54,1066.21,0.09,125.62,118.86,11.09,341.25,176.41,39.89,85.87,901.48,471.17,1259.66,660.43,708.42,59.16,437.22,1294.77,145.36,213.16,10000,11.92,76.19,29.22,56.79,11.4,0.04,16.35,19.37,12.78,636.76,102.28,59.32,68.15,12.69,2.91,21,45.81,15.18,81.57,18.95,25.57,118.38,1291.25,194.53,36.59,56.65,33.78,9.02,1688.42,77.37,128.06,82.07,15.5,161.77,70.39,20.57,38.49,24.74,29.95,64.22,119,31.18,554.28,372.98,328.86,72.39,98.24,47.28,116,195.98,38.35,5.5,78.41,49.65,179.5,144.01,144.56,60,344.85,221.09,67.93,97.01,260.8,81.49,257.71,853.09,21.75,45.37,45.37,19.96,20.61,662.41,61.53,299.78,7.71,284.86,896.48,0,145,0,64.09,110.16,7,1387.49,651.28
"2018-01-04 09:15",75.29,366.29,208.56,20.51,36.32,30.98,20.96,123.83,83.97,23.79,0,46.12,21,34.98,52.88,36.12,616.55,571.61,68.73,117.17,111.47,246.79,165.2,732.67,110.51,22.58,419.86,50.99,987.2,1079.54,0.09,120.88,121.56,14.16,344.63,173.9,48.46,80.37,890.32,478.84,1265.88,659.69,748.4,72.11,445.59,1294.47,144.13,197.81,10000,7.74,65.53,28.99,55.69,10.63,0,16.39,18.94,12.03,648.62,103.57,56.98,70.14,12.1,0.26,14,45.67,15.2,83.84,17.01,25.6,117.18,1283.71,201.73,35.18,54.88,32.18,9,1670.38,84.58,133.56,86.66,16.02,114.87,76.05,19.46,40.52,26.68,31.29,63.86,117.42,32.61,555.43,371.13,330.54,68.6,102,42.63,123,204.4,37.39,5.9,69.59,49.74,171.89,147.55,142.38,49,343.91,242.53,68.8,95.53,262.02,74.15,259.27,851.85,22.05,46.44,46.44,19.14,21.66,649.74,62,301.56,7.23,286.54,895.8,0,145,0,56.81,109.4,7,1352.06,650.79
"2018-01-04 09:30",78.91,355.92,218.17,19.98,33.96,31.53,20.92,123.91,85.09,28.22,0,42.33,21,36.39,57.32,33.76,609.79,568.28,67.24,118.65,113.53,238.31,169.21,716.19,114.78,22.49,420.48,48.6,986.91,1085.76,0.09,114.31,120.85,9.89,343.18,174.29,43.25,74.85,931.53,475.55,1275.09,643.8,725.35,76.04,446.89,1296.05,142.8,204.75,10000,7.48,60.65,28.96,52.48,12.21,0.32,14.45,19.19,12.73,659.51,103.65,59.09,63.83,12.04,0,15,44.64,16.24,84.57,18.41,24.75,121.8,1288.48,220.22,35.03,56.04,34.18,11.07,1691.38,87.04,139.11,93.94,15.85,130.07,88.37,19.6,42.55,26.56,31.11,63.8,117.79,32.28,562.74,372.46,333.06,69.03,105.22,35.78,123,212.19,37.86,5.6,65.62,51.91,170.98,142,145.54,39,335.47,271.72,71.44,103.15,265.91,76.13,394.27,844.64,20.88,46.28,46.28,20.52,20.45,655.94,57.48,313.35,7.17,289.06,894.34,0,145,0,58.06,110.36,7,1360.08,657.88
"2018-01-04 09:45",78.03,355.9,225.91,19.93,29.8,31.6,20.98,123,82.33,24.16,0,42.42,21,35.85,56.71,34.73,629.72,572.38,72.53,114.66,113.36,249.26,159.52,721.5,104.95,23.94,408.36,51.36,943.77,1071.45,0.1,120.52,120.07,7.4,345.87,172.02,42.39,90.94,941.17,479.18,1275.8,652.34,715.29,80.68,432.64,1302.39,147.2,199.73,10000,9.52,40.83,29.37,46.3,11.7,0.17,15.72,19.26,12.72,659.69,110.42,70.95,62.2,12.21,0,15,47.05,16.31,83.38,18.02,25.89,125.62,1298.55,235.63,34.96,57.23,41.43,11.56,1710.95,89.44,135.69,97.44,15.88,163.38,88.13,18.15,46.62,28.16,33.08,63.9,120.39,32.12,564.58,373.78,334.1,71.57,103.37,36.38,127,212.61,39.77,7.2,73.9,50.09,171.44,150.38,147.73,45,338.23,248.09,72.54,99.6,269.5,78.86,392.28,850.61,20.99,46.5,46.5,18.89,20.1,659.56,57.02,313.35,7.6,289.1,896.09,0,145,0,60.77,117.06,7,1400.08,645.31
"2018-01-04 10:00",88.07,361.01,234.75,20.21,30.08,32.2,22.05,129.05,79.82,28.03,0,45.86,22,34.34,64.83,33.73,624.07,585.8,71.3,113.74,112.72,245.95,171.8,716.29,117.31,23.1,417.11,49.57,996.75,1098.28,0.1,113.49,117.22,6.06,347.18,164.51,40.08,81.47,949.53,479.86,1280.39,654.63,708.25,72.47,432.9,1330.1,144.65,195.39,10000,11.54,24.56,29.04,47.82,10.91,0.05,15.67,22.58,12.52,672.88,112.88,76.34,58.43,12.53,0,15,47.28,15.48,83.16,16.98,24.91,121.49,1317.48,232.04,34.95,54.58,44.51,11.59,1865.62,90.87,141.21,95.39,15.41,153.98,89.05,20.55,45.72,30.05,32.29,66.84,128.81,32.79,575.61,386.92,322.05,68.02,102.94,40.42,125,211.9,38.95,6.1,73.32,49.64,163.51,146.47,139.78,39,341.68,253.19,75.19,104.45,275.72,82.57,389.67,841.33,20.89,46.42,46.42,18.75,20.46,653.97,57.5,314.44,6.98,289.05,905.82,0,145,1,52.59,126.82,7,1392.85,660.52
"2018-01-04 10:15",84.98,364.9,237.73,20.61,29.95,32.56,22.3,133.46,83.76,26.28,0,43.92,21,35.09,67.12,33.77,637.32,592.63,70.25,114.49,114.87,260.9,168.68,702.95,106.32,22.91,412.79,52.5,990.32,1109.79,0.1,126.46,117.06,9.49,365.77,165.34,30.95,93.16,910.37,465.89,1296.94,667.56,681.21,83.82,433.5,1319.7,143.37,191.78,10000,10.85,6.64,29.14,64.61,11.47,0,14.76,20.26,12.8,683.16,112.93,72.45,60.57,12.93,0,15,47.69,15.72,84.29,16.93,24.33,118.89,1339.66,234.14,35.4,58.36,42.03,11.37,1642.64,92.77,139.44,99.14,14.52,156.45,90.45,18.91,44.01,28.08,31.54,63.97,124.51,34.1,549.85,385.99,338.29,69.31,102.02,40.55,126,212.71,39.87,6.2,70.01,50.55,166.17,150.42,145.63,50,311.11,258.51,74.35,101.42,280.3,88.63,357.56,843.5,20.43,47.09,47.09,17.67,20.54,637.22,58.24,318.79,7.43,293.29,770.18,0,0,1,45.68,129.29,7,1405.42,649.76
"2018-01-04 10:30",91.83,367.64,248.9,19.66,30.13,31.97,22.13,134.14,82.24,29.35,0,44.96,22,35.39,69.19,34.24,641.29,608.8,68.64,115.65,112.91,260.53,163.99,753.62,115.67,23.16,421.66,53.24,1027.18,1129.65,0.1,117.49,118.64,8.62,364.2,165.91,36.37,84.46,904.67,474.21,1304.31,663.26,698.18,71.92,418.11,1340.48,139.25,195.39,10000,11.33,0,29.12,112.61,12.02,0,15.19,19.31,12.3,684.67,114.65,69.97,60.37,12.39,0,14,47.61,15.66,82.71,17.09,24.32,116.99,1342.76,241.83,36.92,54.94,43.29,11.21,1701.76,99.3,140.47,104.15,15.53,129.23,90.2,20.06,43.31,27.19,34.35,64.55,123.73,33.62,556.37,383.3,328.92,69.97,102.59,40.39,126,217.19,40.05,6.3,70.2,51.98,166.86,159.23,145.6,59,315.69,258.35,74,105.15,281.11,91.64,364.15,863.66,20.44,47,47,17.59,20.57,641.28,57.74,325.29,7.01,292.92,789.96,190,0,1,42.51,116.41,7,1391.67,652.7
"2018-01-04 10:45",97.24,373.26,248.94,20.24,30.47,31.81,21.95,137.9,80.92,28.65,0,44.95,21,34.51,69.43,35.37,655.93,630.39,67.99,116.76,112.68,266.51,176.94,734.75,108.9,22.6,414.19,56.86,986.52,1147.07,0.11,125.21,118.41,10.18,370.22,159.76,30.45,92.34,906.69,468.55,1310.89,640.63,705.15,79.61,420.53,1343.85,145.71,191.74,10000,14.52,0,29,111.93,11.53,0,14.69,18.97,12.29,689.88,115.62,73.83,60.7,12.56,0,15,47.05,15.44,85.23,16.93,24.42,120.08,1321.33,261.73,35.21,57.96,47.58,11.25,1414.24,101.87,141.62,101.82,14.46,150.25,90.88,19.94,43.7,31.33,34.07,66.25,124.92,33.54,550.26,388.69,331.54,70.71,100.55,39.61,131,219.98,41.17,6.2,70.71,51.36,165.87,155.3,142.27,47,329.48,272.93,73.81,105.8,287.52,91.86,367.36,871.07,20.58,46.33,46.33,16.93,20.54,654.96,57.66,330.45,7.37,295.54,942.16,163,0,1,44.68,117.55,7,1425.09,626.38
"2018-01-04 11:00",93.92,370.4,250,20.05,30.37,32.68,21.31,140.8,79.44,29.52,0,45.36,21,34.02,68.66,36.04,649.44,635.36,65.99,117.97,117.01,261.87,164.87,732.74,94.39,23.14,437.3,61.34,1014.23,1153.63,0.1,113.67,118.27,12.88,373.85,161.43,42.87,82.89,899.45,483.32,1311.7,644.88,775.13,72.47,426.7,1337.54,147.15,187.01,10000,12.75,0,105.86,108.12,11.1,0,14.7,19.19,12.35,690.07,115.24,75.86,58.7,12.41,0,15,46.41,16.74,84.86,17.35,24.68,123.24,1326.32,258.36,35.02,59.01,48.73,11.52,1554.32,104.01,143.36,104.65,14.22,159.84,91.94,17.94,44.44,31.7,33.62,61.96,124.68,32.38,570.39,393.62,330.33,70.79,92.38,40.74,130,225.95,42.54,6.2,73.1,49.46,164.42,147.56,141.44,55,312.27,260.34,74.58,106.34,282.22,92.67,368.52,876.81,19.99,46.18,46.18,17.28,20.79,654.43,61.49,335.89,7.01,296.33,917.2,184,0,0,44.27,117.17,7,1408.77,668.11
"2018-01-04 11:15",94.59,368.53,251.48,19.77,30.42,32.13,21.45,135.84,79.73,28.66,0,45.88,21,36.62,75.46,37.32,646.48,640.5,64.97,116.49,116.68,261.6,162.72,715.23,109.14,22.31,432.2,57.24,1032.29,1148.74,0.09,119.08,116.34,15.87,385.27,157.23,39.93,94.49,892.95,478.7,1317.26,620.14,696.11,79.54,427.62,1308.98,170.57,178.53,10000,11.8,0,123.73,110.76,11.57,0,15.12,19.41,12.45,693.26,116.95,76.92,60.13,12.13,0,15,46.05,15.38,82.34,17.11,24.12,118.89,1319.78,259.2,34.89,58.5,47.2,11.46,1719.83,100.89,144.03,107.2,14.15,154.55,90.6,20.57,43.76,32.83,33.71,63.21,122.76,31.05,565.04,390.33,329.21,73.46,85.18,40.77,134,224.78,43,6.8,78.92,49.85,166.4,156.68,140.79,45,319.7,263.09,74.21,106.16,284.16,94.77,373.8,873.57,20.77,46.99,46.99,18.67,20.87,647.21,58.61,341.08,6.88,295.21,924.45,157,0,0,40.67,117.66,7,1405.54,668.43
"2018-01-04 11:30",104.04,371.08,254.86,20.23,30.51,32.3,21.82,138.97,85.62,28.67,0,45.78,21,36.63,75.35,37.52,657.15,644.25,68.7,119.7,113.45,262.27,178.62,732.34,113.35,22.81,426.95,59.73,1027.56,1166.16,0.09,115.57,116.44,5.39,379.76,154.56,45,84.24,911.47,485.83,1312.54,643.37,742.09,82.86,466.39,1313.64,208.95,181.29,10000,11.1,0,123.19,107.75,11.43,0.56,15.24,18.66,12.26,700.32,119.16,77.94,58.05,12.32,0,15,47.1,16.33,83.3,17.53,25.04,123.4,1360.44,268.64,35.15,63.62,47.94,11.38,1975.48,97.79,143.01,105.03,14.99,155.6,88.92,19.83,45.15,32.33,35.54,64.56,125.03,31.43,563.93,391.86,338.73,69.05,93.93,35,132,226.73,43.45,6,85.28,52.37,169.69,151.43,141.1,37,332.23,251.96,76.12,105.83,293.46,94.24,371.7,906.56,20.11,44.34,44.34,17.14,21.41,644.39,61.86,331.89,7.41,293.73,943.7,158,0,0,41.33,118.33,7,1431.51,654.29
"2018-01-04 11:45",101.07,371.31,254.06,20.26,30.43,32.21,21.64,143.47,86.55,25.51,0,45.87,21,35.65,77.78,36.73,671.63,642.19,66.2,119.31,117.2,263.41,161.2,753.47,115.96,22.76,417.44,58.14,1031.6,1170.36,0.09,111.96,119.95,6.21,385.16,155.41,53.03,89.7,896.82,487.97,1312.9,625.46,720.08,78.22,440.16,1313.58,172.26,201.4,10000,10.95,0,123.05,108.24,11.68,0,14.31,18.62,12.57,696.1,120.82,74.27,58.94,12.42,0,15,47.95,15.69,83.89,17.81,25.56,119.19,1340.73,274.4,37.12,62.43,50.86,13.02,2009.25,102.34,141.81,101.1,15.27,153.97,93.76,20.14,43.92,34.22,34.78,70.97,128.62,32.22,537.95,399.01,330.42,71.21,96.79,35.45,130,225.74,44.68,6.8,74.88,52.25,171.79,156.17,145.11,44,325.99,263.86,77.56,105.01,300.01,97.83,337.68,909.68,19.14,44.21,44.21,17.19,20.99,647.96,62.51,338.55,7.32,295.42,940.67,181,0,0,42.01,116.1,7,1426.77,636.67
"2018-01-04 12:00",98.84,372.29,254.13,19.99,30.44,32.61,22.78,144.77,84.91,25.72,0,44.48,21,35.39,77.91,37.83,672.89,649.33,65.36,120.72,113.18,268.02,172.81,744.78,105.66,23.19,416.34,64.86,1012.95,1170.89,0.1,121.26,124.04,5.99,385.02,151.77,41.78,86.93,902.42,487.71,1328.04,658.76,739.09,80.58,418.62,1323.5,152.72,172.29,10000,11.43,0,123.13,105.25,12.19,0,15.71,18.52,12.44,698.34,122.87,74.63,60.45,12.59,0,15,48.4,16.23,83.24,18.11,25.22,121.79,1318.24,278.96,35.16,65.27,51.8,13.28,2031.27,101.08,141.16,103.59,14.03,154.92,89.41,20.42,44.48,35.81,33.55,77.83,126.31,31.65,554.04,393.2,329.32,71.6,96.51,39.44,130,222.24,43.02,5.5,75.23,50.65,170.8,151.55,142.46,45,365.39,255.94,78.38,102.69,303.07,97.41,320.84,915.29,19.4,44.73,44.73,17.8,20.77,647.2,59.06,335.89,7.1,295.32,934.32,165,0,0,42.25,118.04,7,1389.29,693.71
"2018-01-04 12:15",102.05,370.82,260.14,20.3,30.44,31.98,21.17,144.35,83.14,27.03,0,44.88,21,38.59,78.85,39.98,689.17,649.87,68.72,119.59,115.71,288.9,167.61,760.45,99.54,22.56,425.17,58.66,1051.11,1186.66,0.07,118.1,123.27,8.03,391.77,143.97,44.88,89.81,862.61,492.18,1320.22,658.52,724.44,81.55,442.16,1323.5,145.31,169.19,10000,11.02,0,122.62,105.29,11.7,1.89,14.2,18.19,12.33,700.6,123.91,71.29,60.33,14.86,0,15,48.4,15.97,82.8,16.61,24.76,121.44,1302.04,287.68,34.9,64.82,50.41,11.61,2010.36,98.76,142.5,107.35,13.35,158.47,86.89,20.33,43.89,37.62,33.67,80.78,127.02,31.35,551.98,396.33,327.98,66.92,105.67,38.26,131,225.74,42.15,5.4,72.61,49.81,169.04,159.64,147.13,48,407.29,251.5,77.26,105.88,301.18,98.23,292.72,932.35,18.86,45.83,45.83,18.04,22.13,641.93,59.3,337.41,9.2,293.98,936.8,149,0,0,41.22,117.37,7,1337.57,680.63
"2018-01-04 12:30",103.63,375.41,254.49,19.66,30.49,32.85,22.51,145.68,85.73,26.03,0,45.22,21,39.1,76.4,36.94,698.43,654.18,64.45,121.87,114.7,294.42,171.32,735,104.58,22.44,423.48,61.47,1069.61,1183.63,0.07,114.09,115.42,8.8,420.25,141.72,43.42,79.44,852.11,490.79,1309.61,667.49,695.44,80.31,441,1325.75,142.81,164.83,10000,10.75,0,122.52,111.16,11.06,2.08,16.34,18.52,11.9,691.1,123.96,74.78,58.86,14.49,0,15,48.85,16.56,82.77,16.62,24.19,121.38,1299.76,286.39,34.85,65.61,45.94,11.47,2004.57,104.11,141.49,101.15,13.31,153.46,89.12,21.14,47.52,34.35,34.51,74.61,128.12,31.3,531.27,398.96,332.01,71.02,116.12,38.21,128,224.93,44.37,5.4,72.53,51.3,168.66,145.58,150.34,51,351.83,256,77.6,104.39,294.5,97.71,291.69,945.98,18.23,45.34,45.34,17.45,22.62,650.01,62.38,335.52,10.54,299.01,946.07,159,0,0,43.43,118.28,7,1336.72,680.17
"2018-01-04 12:45",101.8,381.75,250.62,19.7,30.51,31.93,21.35,142.61,85.4,28.09,0,45.89,21,36.14,75.46,36.47,693.56,657.55,67.15,121.34,114.22,296.12,174.22,727.13,107.95,23.12,429.69,60.51,1087.6,1171.51,0.07,106.84,117.54,10.59,388.39,142.7,36.07,92.65,904.42,489.07,1311.6,642.96,699.43,73.7,441.18,1325.31,138.73,170.66,10000,10.54,0,122.28,108.9,12.08,1.44,13.74,17.87,12.47,685.65,128.78,70.25,60.06,13.92,0,15,48.68,16.3,82.27,17.15,24.93,121.55,1306.06,292.2,36.02,64.7,46.06,11.59,2014.05,100.69,140.1,102.78,13.04,161.7,85.79,20.37,46.35,36.21,34.24,68.14,130.7,30.53,549.22,395.63,337.74,71.67,119.49,40.37,129,221.28,41.72,5.6,72.02,51.65,169.05,151.62,148.78,51,400.21,246.97,77.57,104.26,290.91,97.46,290.3,938.93,17.91,44.54,44.54,18.44,22.12,650.52,59.27,336.63,10.3,302.74,943.11,187,0,1,43.55,117.97,7,1346.46,689.46
"2018-01-04 13:00",97.54,382.47,254.26,20.2,31.15,33.03,22.68,146.93,82.51,26.36,0,48.72,21,35.96,79,37.41,692.44,664.76,67.08,122.11,114.53,292.66,175.85,731.73,115.47,22.37,436.17,61.32,1074.28,1179.15,0.07,107.63,115.77,8.79,397.89,142.59,34.1,89.41,888.17,489.62,1316.69,655.99,765.43,78.69,439.04,1326.38,146.77,178.06,10000,10.71,0,122.46,109.15,11.57,1.05,15.45,18.04,12.23,695.22,124.45,72.6,57.82,14.31,0,15,48,16.13,82.78,16.09,24.08,123.55,1274.17,302.04,36.72,66.38,47.86,11.27,2020.74,109.4,139.56,99,13.4,158.52,86.19,20.72,46.99,35.48,34.82,70.17,127.65,30.57,540.71,395.62,347.15,68.13,116.41,38.42,133,222.16,43.14,5.6,74.75,50.13,170.07,142.5,142.38,47,376.36,252.64,85.63,103.35,288.46,98.33,407.59,939.77,18.16,45.77,45.77,18.74,22.11,649.96,60.79,337.31,10.52,300.15,938.52,163,0,1,42.9,120.6,7,1331.11,686.58
"2018-01-04 13:15",95.36,375.74,255.21,20.26,30.5,32.75,21.75,146.75,81.82,29.2,0,46.14,21,36.4,77.13,37.74,688.72,669.22,67.06,121.56,112.73,292.49,174.33,746.26,106.26,22.02,444.51,60.11,1128.66,1179.99,0.07,102.03,116.2,9.42,426.38,149.39,28.92,77.39,876.5,493.69,1319.13,672.56,672.42,76.8,421.3,1323.57,146.8,166.75,10000,15.08,0,122.23,106.39,11.22,1.52,15.5,19.55,12.67,699.17,121.13,71.82,62.26,13.28,0,15,47.25,16.73,82.47,15.99,23.98,117.6,1272.23,282.8,34.95,64.12,48.45,12.35,2040.33,107.89,137.13,103.62,14.17,154.51,83.17,17.18,47.16,34.67,34.88,65.82,126.72,30.79,531.77,398.92,351.2,71.02,118.92,36.84,131,226.16,44.7,5.6,74.91,50.98,171.38,153.76,150.86,37,374.79,238.02,77.51,103.38,288.68,99.99,429.2,937.87,18.75,45.57,45.57,18.99,21.95,647.98,61.05,342.55,10.29,301.2,932.91,155,0,0,46.26,125.04,7,1373.93,702.11
"2018-01-04 13:30",102.02,376.63,254.02,20.01,30.74,32.56,21.34,142.87,82.49,25.64,0,44.8,21,36.29,76.16,37.28,680.75,671.73,65.72,120.53,112.45,283.23,167.95,745.69,97.85,23.07,435.53,62.13,1079.62,1181.93,0.07,111.85,116.03,8.34,397.54,134.22,26.89,84.26,865.69,493.08,1326.25,669.88,742.42,78.77,347.68,1322.26,89.28,166.79,10000,10.7,0,122.18,99.55,11.74,2.28,15.11,20.9,11.9,703.73,120.62,74.19,62.07,14.16,0,15,47.12,16.04,84.6,16.01,24.3,117.94,1278.52,280.32,35.23,60.02,45.92,13.66,2043.9,105.89,137.55,100.51,13.39,154.2,83.27,15.34,47.09,32.49,35.01,68.1,139.74,29.86,529.51,391.47,336.17,72.02,119.68,37.65,129,224.88,41.59,5.6,73.94,52.53,169.06,152.64,147.02,54,400.33,236.52,77.87,100.47,292.36,98,412.45,933.64,19.16,44.46,44.46,18.57,22.27,646.23,61.49,336.85,10.49,301.17,925.53,182,0,0,44.09,119.71,7,1327.91,690.43
"2018-01-04 13:45",97.53,372.76,256.73,20.27,31.15,32.65,21.28,144.49,83.18,29.65,0,43.86,22,37.37,72.76,37.7,679.94,664.25,69.59,120.06,110.32,280.38,177.69,765.11,109.9,22.04,436.57,62.17,1072.28,1186,0.07,109.56,112.85,6.38,404.08,131.35,27.84,78.43,868.47,486.13,1329.14,641.51,764.41,80.34,340.08,1325.73,81.48,169.88,10000,11.03,0,123.6,98.03,12.08,2.54,16.01,18.93,12.66,696.84,123.11,77.86,61.64,12.86,0,15,48.31,16.04,79.02,16.49,24.51,121.95,1289.55,282,38.46,61.6,44.68,12.51,2051.13,108.15,136.15,94.46,13.37,156.11,75.35,16.27,44.57,33.26,36.43,65,130.78,29.48,540.03,394.28,337.96,70.08,121.12,38.26,130,226.17,41.04,5.7,73.09,51.65,173.52,141.16,147.46,38,395.1,219.97,77.07,104.61,287.22,97.03,400.43,912.46,19.21,43.75,43.75,21.32,21.9,646.15,61.51,340.66,9.66,299.96,920.99,156,0,0,44.09,118.27,7,1287.2,686.42
"2018-01-04 14:00",100.68,376.23,258.64,20.7,30.69,34.42,22,139.42,83.4,26.81,0,45.92,22,38.33,76.47,43.99,678.75,654.74,67.81,119.52,112.22,283.61,165.13,704.97,106.92,23.52,434.39,63.96,1103.36,1181.63,0.07,102.99,116.82,6.83,407.55,130.2,36.01,91.35,854.97,490.31,1334.2,622.13,683.4,74.9,342.93,1325.02,80.31,169.5,10000,10.5,0,124.17,103.47,12.49,2.62,15.35,17.92,12.12,698.13,121.09,74.9,59.57,12.43,0,14,48.11,15.62,79.29,16.28,24.39,124.17,1282.78,303.59,35.05,62.6,45.64,12.85,2041.16,101.11,134.8,95.67,13.8,157.47,73.1,18.11,45.89,35.66,34.88,65.47,135.39,29.49,527.68,399.58,334.16,67.81,118.64,37.13,131,224.56,39.83,5.7,74.67,52.34,169.66,153.59,139.43,57,389.22,218.39,78.09,100.82,286.06,96.63,378,893.24,19.1,45.83,45.83,19.71,21.54,645.4,74.25,337.29,9.17,299.16,933.1,158,0,0,41.43,116.93,7,1364.48,696.17
